B,dos_at_mu,Band
1.0,-1.886457609482712e+36,0.0
1.0606060606060606,-8.357187837422177e+35,0.0
1.121212121212121,-8.83211142302469e+35,0.0
1.1818181818181819,-1.7024476412903284e+36,0.0
1.2424242424242424,-2.3263989284958298e+36,0.0
1.303030303030303,-2.4407071695519567e+36,0.0
1.3636363636363638,-1.592362304016003e+36,0.0
1.4242424242424243,-5.586529233023265e+35,0.0
1.4848484848484849,-3.729663180089247e+35,0.0
1.5454545454545454,-7.876125706691665e+35,0.0
1.606060606060606,-1.3136702546064822e+36,0.0
1.6666666666666667,-2.0028100521691634e+36,0.0
1.7272727272727273,-2.749458632137165e+36,0.0
1.7878787878787878,-3.2706029558402137e+36,0.0
1.8484848484848486,-3.562789788600183e+36,0.0
1.9090909090909092,-3.5443174405588746e+36,0.0
1.9696969696969697,-2.8735482346484395e+36,0.0
2.0303030303030303,-1.4802621537515843e+36,0.0
2.090909090909091,-4.667011267925217e+35,0.0
2.1515151515151514,-1.2833760304647518e+35,0.0
2.212121212121212,-4.238194523552604e+34,0.0
2.2727272727272725,-3.471994221665861e+34,0.0
2.3333333333333335,-6.093084911837929e+34,0.0
2.393939393939394,-1.0368458671832808e+35,0.0
2.4545454545454546,-1.780262957452018e+35,0.0
2.515151515151515,-2.9797302446599937e+35,0.0
2.5757575757575757,-4.806352665094825e+35,0.0
2.6363636363636367,-7.322788683668805e+35,0.0
2.6969696969696972,-1.0270916144125883e+36,0.0
2.757575757575758,-1.4087994817234846e+36,0.0
2.8181818181818183,-1.8857737102830657e+36,0.0
2.878787878787879,-2.4585099121364757e+36,0.0
2.9393939393939394,-3.0970244816118536e+36,0.0
3.0,-3.6914109048487915e+36,0.0
3.0606060606060606,-4.320282928067754e+36,0.0
3.121212121212121,-4.955005199841128e+36,0.0
3.1818181818181817,-5.55601231994025e+36,0.0
3.2424242424242427,-6.075742136011901e+36,0.0
3.303030303030303,-6.433160026013956e+36,0.0
3.3636363636363638,-6.675408440377396e+36,0.0
