B,dos_at_mu,Band
1.0,-1.9316663298356355e+36,0.0
1.0606060606060606,-9.280757918614658e+35,0.0
1.121212121212121,-9.854527622043678e+35,0.0
1.1818181818181819,-1.762506391824544e+36,0.0
1.2424242424242424,-2.3743105228065524e+36,0.0
1.303030303030303,-2.4825296048233994e+36,0.0
1.3636363636363638,-1.6481953171781196e+36,0.0
1.4242424242424243,-6.076535247004787e+35,0.0
1.4848484848484849,-4.397927041712903e+35,0.0
1.5454545454545454,-8.00914912601613e+35,0.0
1.606060606060606,-1.3961447893800457e+36,0.0
1.6666666666666667,-2.082258850865729e+36,0.0
1.7272727272727273,-2.7561355031122925e+36,0.0
1.7878787878787878,-3.2961841695024045e+36,0.0
1.8484848484848486,-3.589485173819117e+36,0.0
1.9090909090909092,-3.5830878546285355e+36,0.0
1.9696969696969697,-2.9073190092247454e+36,0.0
2.0303030303030303,-1.519905203269864e+36,0.0
2.090909090909091,-4.8766172874932635e+35,0.0
2.1515151515151514,-1.2833662484953286e+35,0.0
2.212121212121212,-4.833626490426087e+34,0.0
2.2727272727272725,-4.032545213749818e+34,0.0
2.3333333333333335,-6.147221468942862e+34,0.0
2.393939393939394,-1.1054778647193758e+35,0.0
2.4545454545454546,-1.9327813800050665e+35,0.0
2.515151515151515,-3.1808204498491335e+35,0.0
2.5757575757575757,-4.956813574250094e+35,0.0
2.6363636363636367,-7.376870812034739e+35,0.0
2.6969696969696972,-1.0545452426330561e+36,0.0
2.757575757575758,-1.4531396406034757e+36,0.0
2.8181818181818183,-1.9343355143813377e+36,0.0
2.878787878787879,-2.4910376890695437e+36,0.0
2.9393939393939394,-3.1073958304102434e+36,0.0
3.0,-3.759488299377917e+36,0.0
3.0606060606060606,-4.4172840602390135e+36,0.0
3.121212121212121,-5.047234142018605e+36,0.0
3.1818181818181817,-5.614999903026093e+36,0.0
3.2424242424242427,-6.089022907173921e+36,0.0
3.303030303030303,-6.44741352732046e+36,0.0
3.3636363636363638,-6.693465931736924e+36,0.0
